"id","num_changes","created_at","user","tags","min_x","max_x","min_y","max_y"
"82463928","1","2020-03-21 16:37:22.000","Aury88","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","9.3535915","9.3591613","45.6064572","45.6100543"
"82465104","1","2020-03-21 17:18:34.000","airon90","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","8.9120271","8.9120271","45.5748362","45.5748362"
"82466226","1","2020-03-21 17:58:46.000","ChRogel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-4.0985611","-4.0926092","47.9840246","47.9879746"
"82466384","1","2020-03-21 18:03:56.000","ChRogel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-4.0983577","-4.0983576","48.0035168","48.0035169"
"82466742","1","2020-03-21 18:18:08.000","ChRogel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-4.0943199","-4.0943199","48.0069284","48.0069285"
"82466997","1","2020-03-21 18:30:06.000","ChRogel","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-4.0957869","-4.0957869","48.0100157","48.0100157"
"82468432","1","2020-03-21 19:37:02.000","Tinago","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-79.5082390","-79.5082390","9.0410663","9.0410663"
"82469584","1","2020-03-21 20:33:11.000","pkodame","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-1.2789041","-1.2789041","5.1120657","5.1120657"
"82470270","1","2020-03-21 21:10:04.000","Ashfak_Mahmud","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","91.8074065","91.8074065","22.4977735","22.4977735"
"82471293","1","2020-03-21 22:19:02.000","kwaku_boateng","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-1.2866986","-1.2866986","5.1038348","5.1038348"
"82471396","1","2020-03-21 22:26:20.000","Kanjin Bilinyi Futureman","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","0.3041947","0.3041947","8.4934042","8.4934042"
"82471583","1","2020-03-21 22:41:57.000","Kanjin Bilinyi Futureman","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","0.2313459","0.2313459","8.6114246","8.6114246"
"82472346","1","2020-03-21 23:53:24.000","kwaku_boateng","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-1.2912532","-1.2912532","5.1169225","5.1169225"
"82475355","1","2020-03-22 06:32:46.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6542050","32.6542050","0.3878176","0.3878176"
"82475386","1","2020-03-22 06:37:51.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6452196","32.6452196","0.3787252","0.3787252"
"82475395","1","2020-03-22 06:39:27.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6478428","32.6478428","0.3785052","0.3785052"
"82475481","1","2020-03-22 06:50:26.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6451713","32.6451713","0.3785213","0.3785213"
"82475618","1","2020-03-22 07:04:26.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6131994","32.6131994","0.3552456","0.3552456"
"82475630","1","2020-03-22 07:06:03.000","Wava Stella","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","32.6165414","32.6165414","0.3493126","0.3493126"
"82477161","1","2020-03-22 08:52:48.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","100.4024614","100.4025793","-0.9079884","-0.9078593"
"82477900","1","2020-03-22 09:30:51.000","timlinux","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.3499796","-7.3499796","39.4145087","39.4145087"
"82478106","1","2020-03-22 09:41:37.000","timlinux","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82479576","1","2020-03-22 10:49:17.000","timlinux","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82481541","1","2020-03-22 12:18:10.000","markherringer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","4.9245091","4.9245092","52.3589831","52.3589832"
"82481883","1","2020-03-22 12:30:29.000","Janusz Slota","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-0.7520899","-0.7520898","51.3918935","51.3918935"
"82482148","1","2020-03-22 12:42:29.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82482307","1","2020-03-22 12:48:18.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82482475","1","2020-03-22 12:56:07.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"82482793","1","2020-03-22 13:10:42.000","markherringer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","5.1812421","5.1812422","52.0894341","52.0894342"
"82482808","1","2020-03-22 13:11:18.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-7.4563728","-7.4558048","39.4136698","39.4142698"
"74436625","1","2019-09-13 12:47:49.000","holgerd","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","13.4374866","13.4374866","52.5136516","52.5136517"
"82513664","1","2020-03-23 08:59:55.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6644374","36.6644374","-1.2447126","-1.2447126"
"82513855","1","2020-03-23 09:03:43.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6647565","36.6647565","-1.2447689","-1.2447689"
"82514549","1","2020-03-23 09:18:26.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6646492","36.6646492","-1.2447475","-1.2447475"
"82515218","1","2020-03-23 09:34:51.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6642576","36.6642576","-1.2455948","-1.2455948"
"82515302","1","2020-03-23 09:37:00.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6644669","36.6644669","-1.2457933","-1.2457933"
"82515357","1","2020-03-23 09:38:36.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6635978","36.6635978","-1.2450907","-1.2450907"
"82515452","1","2020-03-23 09:40:17.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6633242","36.6633242","-1.2453052","-1.2453052"
"82515536","1","2020-03-23 09:42:19.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6633135","36.6633135","-1.2451872","-1.2451872"
"82515757","1","2020-03-23 09:47:50.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6638607","36.6638607","-1.2447850","-1.2447850"
"82516046","1","2020-03-23 09:54:22.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6638821","36.6638821","-1.2453320","-1.2453320"
"82516353","1","2020-03-23 10:00:44.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6629380","36.6629380","-1.2454071","-1.2454071"
"82517310","1","2020-03-23 10:20:44.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6630024","36.6630024","-1.2450156","-1.2450156"
"82517398","1","2020-03-23 10:22:37.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6629058","36.6629058","-1.2459488","-1.2459488"
"82517518","1","2020-03-23 10:25:10.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6624606","36.6624606","-1.2455788","-1.2455788"
"82517879","1","2020-03-23 10:34:00.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6626376","36.6626376","-1.2441522","-1.2441522"
"82518020","1","2020-03-23 10:36:54.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6625464","36.6625464","-1.2440610","-1.2440610"
"82518254","1","2020-03-23 10:41:57.000","muindre","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","36.6639411","36.6639411","-1.2445008","-1.2445008"
"82555993","1","2020-03-24 07:13:58.000","KALUBA MICHEAL","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","34.0260905","34.0260905","0.5415675","0.5415675"
"82563271","1","2020-03-24 09:49:11.000","Janusz Slota","{""comment"":""Adds opening hours"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-0.7520899","-0.7520899","51.3918935","51.3918935"
"82563539","1","2020-03-24 09:54:47.000","timlinux","{""comment"":""Updated to indicate the electricity supply source"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""personal knowledge""}","-7.3499796","-7.3499796","39.4145087","39.4145087"
"82563819","1","2020-03-24 09:59:32.000","Janusz Slota","{""comment"":""Name change, used to be Lloyds, now is Kamsons"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-0.7520899","-0.7520899","51.3918935","51.3918935"
"82568809","1","2020-03-24 11:44:49.000","Wava Stella","{""comment"":""#YouthMappers"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","32.6416683","32.6416683","0.4073812","0.4073812"
"82592389","1","2020-03-24 23:37:31.000","Britzz","{""comment"":""ajout infos pharmacie"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""survey""}","3.9323041","3.9323042","44.4396298","44.4396299"
"82594693","1","2020-03-25 02:39:43.000","rnjawarneh","{""comment"":""Update name and operation hours"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","35.8636725","35.8671054","32.5010607","32.5055270"
"82594712","1","2020-03-25 02:41:07.000","rnjawarneh","{""comment"":""update name and operation hours"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge ""}","35.8698750","35.8698750","32.5233879","32.5233879"
"82594753","1","2020-03-25 02:43:00.000","rnjawarneh","{""comment"":""added new location"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","35.8639884","35.8639884","32.5226582","32.5226582"
"82594799","1","2020-03-25 02:45:42.000","rnjawarneh","{""comment"":""new pharmacy"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge,""}","35.8535331","35.8535331","32.5238930","32.5238930"
"82594893","1","2020-03-25 02:49:52.000","rnjawarneh","{""comment"":""mapping new hospitals"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge and website""}","35.8625990","35.8625990","32.5335900","32.5335900"
"82610394","1","2020-03-25 11:50:01.000","Azimeraw","{""comment"":""there should be enough doctors"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":"" with observation""}","37.4539268","37.4539268","12.6047943","12.6047943"
"82612243","1","2020-03-25 12:50:28.000","amine4813","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","0.7507986","0.7507986","35.7283766","35.7283766"
"82614187","1","2020-03-25 13:43:21.000","amine4813","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","0.8640790","0.8640790","35.6502305","35.6502305"
"82615915","1","2020-03-25 14:34:36.000","tounsi youcef","{""comment"":""la 1er modification c’était par un amis  et j'ai un peu complété l'information "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""j'habite a coté de ce médecine ""}","3.0179898","3.0179898","36.7876484","36.7876485"
"82618308","1","2020-03-25 15:49:13.000","markherringer","{""comment"":""local mapper"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local knowledge""}","4.9302647","4.9302648","52.3614001","52.3614002"
"82622320","1","2020-03-25 17:49:39.000","abdcoul","{""comment"":""this was added for personal update"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-7.9963035","-7.9963034","12.6505871","12.6505871"
"82622674","1","2020-03-25 17:59:14.000","abdcoul","{""comment"":""this was added for personal update"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-7.9970663","-7.9946248","12.6503236","12.6523983"
"82623239","1","2020-03-25 18:13:57.000","Awelana","{""comment"":""Building an open data commons of health facility data with OpenStreetMap"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""A worker from the Pharmacy""}","-1.0877145","-1.0877145","10.8903945","10.8903946"
"82623250","1","2020-03-25 18:14:11.000","abdcoul","{""comment"":""Building an open data commons of health facility data with OpenStreetMap"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-8.0143118","-8.0143118","12.6575746","12.6575746"
"82623462","1","2020-03-25 18:19:51.000","abdcoul","{""comment"":""Building an open data commons of health facility data with OpenStreetMap"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-8.0156422","-8.0156422","12.6551983","12.6551983"
"82624033","1","2020-03-25 18:37:06.000","Awelana","{""comment"":""Building an open data commons of health facility data with OpenStreetMap"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local knowledge and because I once worked there""}","-0.0923231","-0.0923231","5.8854813","5.8854814"
"82629559","1","2020-03-25 21:36:40.000","amedsanda","{""comment"":""UEW YouthMappers"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local Knowledge""}","-0.1466310","-0.1466310","6.4017208","6.4017208"
"82629632","1","2020-03-25 21:39:10.000","amedsanda","{""comment"":""UEWYouthMappers"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local Knowledge""}","-0.6317139","-0.6287956","5.3532436","5.3534359"
"82660119","1","2020-03-26 11:56:20.000","Zaijo","{""comment"":""Medicentrum má zubára"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowlede""}","18.0595775","18.0595776","48.3018779","48.3018779"
"82669559","1","2020-03-26 15:13:15.000","raya187","{""comment"":""Mapping event"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","39.2057242","39.2057242","-6.1630268","-6.1630267"
"82675465","1","2020-03-26 17:36:57.000","katiacahtbi","{""comment"":""le programme d'organisation "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""connaissances locales""}","4.0795575","4.0802893","36.6235991","36.6242778"
"82688084","1","2020-03-27 02:03:12.000","Dewi Sulistioningrum","{""comment"":""update jakarta hospital"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""https://rsypkmandiri.co.id/departments/""}","106.8276572","106.8280502","-6.1915118","-6.1911180"
"82704002","1","2020-03-27 08:52:20.000","Adityo","{""comment"":""update data RS Hermina Depok"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","106.8249426","106.8262006","-6.3999122","-6.3982541"
"82704714","1","2020-03-27 09:06:48.000","harrymahar","{""comment"":""Add the hospital information"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""knowledge""}","106.8196580","106.8204977","-6.2946185","-6.2938373"
"82704729","0","2020-03-27 09:07:14.000","Dewi Sulistioningrum","{""comment"":""add helatcare"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""website""}",,,,
"82704742","0","2020-03-27 09:07:28.000","Adityo","{""comment"":""Add address for RSUD"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}",,,,
"74707620","1","2019-09-20 07:35:14.000","meomancer","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","100.0307000","100.0307000","-0.3138400","-0.3138400"
"82726722","1","2020-03-27 17:33:06.000","sejohnson","{""comment"":""#TeachOSM #GWU_geog Added Arlington Pharmacy"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-77.1277784","-77.1277784","38.8767108","38.8767109"
"82729082","1","2020-03-27 18:37:07.000","sejohnson","{""comment"":""#TeachOSM #GWU_geog added NOVA Pharmacy"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-77.1401384","-77.1401383","38.8739829","38.8739829"
"74772307","1","2019-09-22 13:44:57.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.0269606","-16.0269606","11.1586979","11.1586979"
"74772734","1","2019-09-22 14:02:50.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.1139983","-16.1139983","11.3313833","11.3313833"
"74772751","1","2019-09-22 14:03:34.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.0269607","-16.0269606","11.1586978","11.1586979"
"74772945","1","2019-09-22 14:11:56.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-15.9280000","-15.9280000","11.1647000","11.1647000"
"74773001","1","2019-09-22 14:13:54.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-15.8503000","-15.8503000","11.3564000","11.3564000"
"74773033","1","2019-09-22 14:15:41.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.4478000","-16.4478000","11.2936000","11.2936000"
"74773070","1","2019-09-22 14:17:29.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-15.7173000","-15.7173000","11.2727000","11.2727000"
"74773100","1","2019-09-22 14:19:35.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.3028000","-16.3028000","11.4933000","11.4933000"
"74773133","1","2019-09-22 14:21:16.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-15.9900000","-15.9900000","11.4580000","11.4580000"
"74773154","1","2019-09-22 14:22:42.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.1427000","-16.1427000","11.1596000","11.1596000"
"74773176","1","2019-09-22 14:24:03.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.1627000","-16.1627000","11.2463000","11.2463000"
"74773231","1","2019-09-22 14:26:20.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-15.8374625","-15.8374625","11.3042569","11.3042569"
"74773429","1","2019-09-22 14:32:52.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.2547000","-16.2547000","11.8570000","11.8570000"
"74773465","1","2019-09-22 14:34:37.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-16.0576000","-16.0576000","11.7678000","11.7678000"
"74776874","1","2019-09-22 16:58:52.000","frepps","{""created_by"":""Healthsites.io (osmapi/1.2.2)""}","-15.9900000","-15.9139323","11.4580000","11.4615821"
"82804084","1","2020-03-30 05:37:14.000","hfs","{""comment"":""Ost-Apotheke Adresse und Website"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""https://www.ost-apotheke-app.de/""}","13.0771852","13.0771852","52.3946274","52.3946275"
"82815652","1","2020-03-30 09:44:30.000","Nicheniche","{""comment"":""One of the better government hospitals in Cape Town"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local knowledge - staff members use regularly""}","18.4121471","18.4171519","-34.1328250","-34.1295090"
"82830268","1","2020-03-30 14:51:49.000","Rory Nealon","{""comment"":""#YouthMappers"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local Knowledge""}","-76.6283041","-76.6283040","39.3076520","39.3076520"
"82831148","1","2020-03-30 15:11:58.000","markherringer","{""comment"":""local mapper"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local mapper""}","4.9164538","4.9164538","52.3576477","52.3576477"
"82839331","1","2020-03-30 18:32:02.000","sejohnson","{""comment"":""#TeachOSM #covid-19 #gwu_geog"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local knowledge""}","-77.1295636","-77.1254146","38.8878434","38.8920837"
"82852313","1","2020-03-31 04:29:47.000","AfricanChild","{""comment"":""This change is a contribution to the mapping of Hospitals which is a project carried out by healthsites.io on the open street map platform."",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Local Knowledge""}","3.2366323","3.2366323","6.6912104","6.6912104"
"82868832","1","2020-03-31 11:28:45.000","Bukenya janan","{""comment"":""#youthmappers #visionmappers #islm-entebbe"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge ""}","32.5626343","32.5626343","0.3514852","0.3514852"
"82870688","1","2020-03-31 12:11:00.000","Bukenya janan","{""comment"":""#visionmappers #youthmappers #islm"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge ""}","32.5303459","32.5303459","0.0974500","0.0974500"
"82879700","1","2020-03-31 15:56:18.000","sejohnson","{""comment"":""#teachOSM #covid-19 #GWU_geog"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge""}","-77.1235219","-77.1235219","38.8779294","38.8779294"
"82882740","1","2020-03-31 17:03:00.000","wille","{""comment"":""update hgrs"",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""secretaria de saúde""}","-38.4527927","-38.4496033","-12.9588110","-12.9542004"
"82882866","1","2020-03-31 17:05:10.000","fireontherocks","{""comment"":""Adding community health centre nor previously identified "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""Yukon government website, local knowledge, https://www.yukoninfo.com/yukon-southeast-alaska-northern-british-columbia-maps/teslin-map/""}","-132.7234429","-132.7234429","60.1634161","60.1634161"
"82883081","1","2020-03-31 17:09:21.000","fireontherocks","{""comment"":""addition of health centre not previously mapped "",""created_by"":""Healthsites.io (osmapi/1.2.2)"",""source"":""local knowledge, Yukon government website ""}","-135.0657088","-135.0657088","60.7316149","60.7316149"
